invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,year,month,day
924,WALM068,Burleson,"Sports and travel",83.14,7,2019-01-10,10:31:00,"Credit card",6.6,0.33,2019,1,10
925,WALM087,Waxahachie,"Sports and travel",35.22,6,2019-03-14,13:49:00,Ewallet,6.5,0.33,2019,3,14
926,WALM002,Dallas,"Electronic accessories",13.78,4,2019-01-10,11:10:00,Ewallet,9,0.36,2019,1,10
927,WALM055,Waxahachie,"Sports and travel",88.31,1,2019-02-15,17:38:00,"Credit card",5.2,0.33,2019,2,15
928,WALM071,Lufkin,"Health and beauty",39.62,9,2019-01-13,17:54:00,"Credit card",6.8,0.33,2019,1,13
929,WALM054,Sherman,"Electronic accessories",88.25,9,2019-02-15,20:51:00,"Credit card",7.6,0.33,2019,2,15
930,WALM024,Carrollton,"Sports and travel",25.31,2,2019-03-02,19:26:00,Ewallet,7.2,0.48,2019,3,2
931,WALM062,Galveston,"Home and lifestyle",99.92,6,2019-03-24,13:33:00,Ewallet,7.1,0.33,2019,3,24
932,WALM043,Baytown,"Fashion accessories",83.35,2,2019-02-02,14:05:00,"Credit card",9.5,0.48,2019,2,2
933,WALM038,"Sugar Land","Food and beverages",74.44,10,2019-02-27,11:40:00,Ewallet,5.1,0.48,2019,2,27
934,WALM013,Irving,"Health and beauty",64.08,7,2019-01-20,12:27:00,Ewallet,7.6,0.48,2019,1,20
935,WALM006,"El Paso","Home and lifestyle",63.15,6,2019-01-03,20:24:00,Ewallet,9.8,0.48,2019,1,3
936,WALM099,Weatherford,"Home and lifestyle",85.72,3,2019-01-24,20:59:00,Ewallet,5.1,0.18,2019,1,24
937,WALM081,Friendswood,"Health and beauty",78.89,7,2019-01-05,19:48:00,Ewallet,7.5,0.33,2019,1,5
938,WALM049,"North Richland Hills","Sports and travel",89.48,5,2019-03-30,10:18:00,Cash,7.4,0.48,2019,3,30
939,WALM088,Cleburne,"Health and beauty",92.09,3,2019-02-17,16:27:00,Cash,4.2,0.33,2019,2,17
940,WALM067,"Haltom City","Food and beverages",57.29,6,2019-03-21,17:04:00,Ewallet,5.9,0.33,2019,3,21
941,WALM093,Angleton,"Food and beverages",66.52,4,2019-03-02,18:14:00,Ewallet,6.9,0.33,2019,3,2
942,WALM095,"Big Spring","Fashion accessories",99.82,9,2019-03-27,10:43:00,Cash,6.6,0.33,2019,3,27
943,WALM082,Weslaco,"Home and lifestyle",45.68,10,2019-01-19,19:30:00,Cash,5.7,0.33,2019,1,19
944,WALM025,Waco,"Health and beauty",50.79,5,2019-02-19,14:53:00,"Credit card",5.3,0.48,2019,2,19
945,WALM058,"Port Arthur","Health and beauty",10.08,7,2019-03-28,20:14:00,Cash,4.2,0.33,2019,3,28
946,WALM097,Alice,"Electronic accessories",93.88,7,2019-01-05,11:51:00,"Credit card",7.3,0.18,2019,1,5
947,WALM007,Arlington,"Electronic accessories",84.25,2,2019-03-26,14:13:00,"Credit card",5.3,0.48,2019,3,26
948,WALM009,Plano,"Fashion accessories",53.78,1,2019-02-03,20:13:00,Ewallet,4.7,0.48,2019,2,3
949,WALM044,Pharr,"Home and lifestyle",35.81,5,2019-02-06,18:44:00,Ewallet,7.9,0.48,2019,2,6
950,WALM020,Killeen,"Food and beverages",26.43,8,2019-02-24,14:26:00,Ewallet,8.9,0.48,2019,2,24
951,WALM081,Friendswood,"Health and beauty",39.91,3,2019-02-21,12:40:00,Ewallet,9.3,0.33,2019,2,21
952,WALM039,Longview,"Home and lifestyle",21.9,3,2019-01-09,18:43:00,Ewallet,4.7,0.48,2019,1,9
953,WALM005,"Fort Worth","Food and beverages",62.85,4,2019-02-25,13:22:00,Ewallet,8.7,0.48,2019,2,25
954,WALM066,Grapevine,"Food and beverages",21.04,4,2019-01-13,13:58:00,Cash,7.6,0.33,2019,1,13
955,WALM071,Lufkin,"Home and lifestyle",65.91,6,2019-02-09,11:45:00,Cash,5.7,0.33,2019,2,9
956,WALM077,Coppell,"Fashion accessories",42.57,7,2019-01-06,11:51:00,Cash,6.8,0.33,2019,1,6
957,WALM042,Bryan,"Food and beverages",50.49,9,2019-01-10,17:16:00,Cash,5.4,0.48,2019,1,10
958,WALM086,Rosenberg,"Electronic accessories",46.02,6,2019-02-07,15:55:00,Cash,7.1,0.33,2019,2,7
959,WALM093,Angleton,"Home and lifestyle",15.8,10,2019-01-09,12:07:00,Cash,7.8,0.33,2019,1,9
960,WALM025,Waco,"Food and beverages",98.66,9,2019-02-19,15:07:00,Cash,8.4,0.48,2019,2,19
961,WALM013,Irving,"Fashion accessories",91.98,1,2019-03-18,15:29:00,Cash,9.8,0.48,2019,3,18
962,WALM022,Mesquite,"Electronic accessories",20.89,2,2019-02-05,18:45:00,Cash,9.8,0.48,2019,2,5
963,WALM062,Galveston,"Fashion accessories",15.5,1,2019-03-19,15:23:00,"Credit card",7.4,0.33,2019,3,19
964,WALM087,Waxahachie,"Electronic accessories",96.82,3,2019-03-30,20:37:00,Cash,6.7,0.33,2019,3,30
965,WALM091,"Little Elm","Food and beverages",33.33,2,2019-01-26,14:41:00,"Credit card",6.4,0.33,2019,1,26
966,WALM031,Lewisville,"Electronic accessories",38.27,2,2019-03-02,18:18:00,"Credit card",5.8,0.48,2019,3,2
967,WALM055,Waxahachie,"Home and lifestyle",33.3,9,2019-03-04,15:27:00,Ewallet,7.2,0.33,2019,3,4
968,WALM049,"North Richland Hills","Home and lifestyle",81.01,3,2019-01-13,12:55:00,"Credit card",9.3,0.48,2019,1,13
969,WALM012,Garland,"Health and beauty",15.8,3,2019-03-25,18:02:00,Cash,9.5,0.48,2019,3,25
970,WALM026,Denton,"Electronic accessories",34.49,5,2019-03-11,19:44:00,"Credit card",9,0.48,2019,3,11
971,WALM096,"Eagle Pass","Food and beverages",84.63,10,2019-01-01,11:36:00,"Credit card",9,0.18,2019,1,1
972,WALM029,"Round Rock","Home and lifestyle",36.91,7,2019-02-10,13:51:00,Ewallet,6.7,0.48,2019,2,10
973,WALM004,Austin,"Electronic accessories",87.08,7,2019-01-26,15:17:00,Cash,5.5,0.48,2019,1,26
974,WALM007,Arlington,"Home and lifestyle",80.08,3,2019-02-11,15:29:00,Cash,5.4,0.48,2019,2,11
975,WALM028,Odessa,"Fashion accessories",86.13,2,2019-02-07,17:59:00,Cash,8.2,0.48,2019,2,7
976,WALM058,"Port Arthur","Fashion accessories",49.92,2,2019-03-06,11:55:00,"Credit card",7,0.33,2019,3,6
977,WALM081,Friendswood,"Food and beverages",74.66,4,2019-03-04,10:39:00,Cash,8.5,0.33,2019,3,4
978,WALM091,"Little Elm","Food and beverages",26.6,6,2019-02-26,15:10:00,Ewallet,4.9,0.33,2019,2,26
979,WALM093,Angleton,"Electronic accessories",25.45,1,2019-03-10,18:10:00,"Credit card",5.1,0.33,2019,3,10
980,WALM034,"College Station","Food and beverages",67.77,1,2019-02-04,20:43:00,"Credit card",6.5,0.48,2019,2,4
981,WALM072,Lancaster,"Food and beverages",59.59,4,2019-01-19,12:46:00,Cash,9.8,0.33,2019,1,19
982,WALM023,Midland,"Health and beauty",58.15,4,2019-01-23,17:44:00,Cash,8.4,0.48,2019,1,23
983,WALM020,Killeen,"Sports and travel",97.48,9,2019-03-14,14:19:00,Ewallet,7.4,0.48,2019,3,14
984,WALM065,"Texas City","Health and beauty",99.96,7,2019-01-23,10:33:00,Cash,6.1,0.33,2019,1,23
985,WALM083,"Farmers Branch","Electronic accessories",96.37,7,2019-01-09,11:40:00,Cash,6,0.33,2019,1,9
986,WALM025,Waco,"Fashion accessories",63.71,5,2019-02-07,19:30:00,Ewallet,8.5,0.48,2019,2,7
987,WALM074,Weslaco,"Health and beauty",14.76,2,2019-02-18,14:42:00,Cash,4.3,0.33,2019,2,18
988,WALM036,Allen,"Health and beauty",62,8,2019-01-03,19:08:00,"Credit card",6.2,0.48,2019,1,3
989,WALM015,"Grand Prairie","Electronic accessories",82.34,10,2019-03-29,19:12:00,Ewallet,4.3,0.48,2019,3,29
990,WALM095,"Big Spring","Health and beauty",75.37,8,2019-01-28,15:46:00,"Credit card",8.4,0.33,2019,1,28
991,WALM057,Euless,"Food and beverages",56.56,5,2019-03-22,19:06:00,"Credit card",4.5,0.33,2019,3,22
992,WALM001,Houston,"Sports and travel",76.6,10,2019-01-24,18:10:00,Ewallet,6,0.36,2019,1,24
993,WALM087,Waxahachie,"Electronic accessories",58.03,2,2019-03-10,20:46:00,Ewallet,8.8,0.33,2019,3,10
994,WALM042,Bryan,"Fashion accessories",17.49,10,2019-02-22,18:35:00,Ewallet,6.6,0.48,2019,2,22
995,WALM047,"Flower Mound","Electronic accessories",60.95,1,2019-02-18,11:40:00,Ewallet,5.9,0.48,2019,2,18
996,WALM012,Garland,"Health and beauty",40.35,1,2019-01-29,13:46:00,Ewallet,6.2,0.48,2019,1,29
997,WALM005,"Fort Worth","Home and lifestyle",97.38,10,2019-03-02,17:16:00,Ewallet,4.4,0.48,2019,3,2
998,WALM041,Mission,"Food and beverages",31.84,1,2019-02-09,13:22:00,Ewallet,7.7,0.48,2019,2,9
999,WALM095,"Big Spring","Home and lifestyle",65.82,1,2019-02-22,15:33:00,Cash,4.1,0.33,2019,2,22
1000,WALM025,Waco,"Fashion accessories",88.34,7,2019-02-18,13:28:00,Cash,6.6,0.48,2019,2,18
